arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,cum_samples,cycle_wall_s,n_train,train_loss,val_mse_noisy,val_mse_clean,train_val_gap,valid_time_mtu,valid_time_lyap,weight_norm
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,256,0.899,2000,0.07035519,0.04962742,0.04460655,-0.02072778,0.1,0.1671,22.63461233
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2,2,512,1.798,2000,0.04897846,0.04194365,0.03693753,-0.00703481,0.1,0.1671,22.636517
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3,3,768,1.852,2000,0.04253884,0.04143514,0.03642173,-0.0011037,0.1,0.1671,22.63857151
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,4,4,1024,1.905,2000,0.04175414,0.03979866,0.03475573,-0.00195548,0.1,0.1671,22.63987459
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,5,5,1280,1.957,2000,0.03987597,0.03575152,0.03066468,-0.00412445,0.1,0.1671,22.6405396
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,6,6,1536,2.009,2000,0.03516986,0.03159299,0.02645165,-0.00357686,0.1,0.1671,22.64096564
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,7,7,1792,2.061,2000,0.03191205,0.02888516,0.02368148,-0.00302689,0.1,0.1671,22.64150792
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,8,8,2048,2.114,2000,0.02947754,0.02763708,0.02236525,-0.00184046,0.1,0.1671,22.64238123
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,9,9,2304,2.166,2000,0.02752715,0.02681212,0.0214712,-0.00071503,0.1,0.1671,22.6436448
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,11,11,2816,2.221,2000,0.02545307,0.02392553,0.01845239,-0.00152754,0.15,0.25065,22.64718694
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,12,12,3072,2.273,2000,0.02373053,0.02230038,0.01676878,-0.00143015,0.15,0.25065,22.64941009
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,14,14,3584,2.363,2000,0.02153225,0.02155529,0.01592551,2.303e-05,0.15,0.25065,22.65428267
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,16,16,4096,2.418,2000,0.02099817,0.0219027,0.01619664,0.00090453,0.15,0.25065,22.65842943
warm_all,1,1,0,0.0001,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,19,19,4864,2.476,2000,0.02025706,0.01953073,0.01374971,-0.00072633,0.15,0.25065,22.66189961
