arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,n_train,cycle_steps,cum_step,cum_samples,cycle_wall_s,final_train_loss,final_val_mse_noisy,final_val_mse_clean,final_train_val_gap,best_val_mse_clean,step_of_best,handoff_step,best_at_boundary,rollout_std,truth_std,stable,batch_order_hash,vt_mtu@0.2,vt_mtu@0.3,vt_mtu@0.5,vt_mtu@0.8,effective_rank,dormant_frac,weight_norm,wnorm::body.0.weight,wnorm::body.2.weight,wnorm::body.4.weight,wnorm::head.weight,wratio::body.0.weight,wratio::body.2.weight,wratio::body.4.weight,wratio::head.weight
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2000,6000,6000,1536000,18.942,nan,0.00338479,0.00210034,0.00338479,0.00128488,364,364,0,1.00799382,0.99916321,1,1949d6a0f7dfd389,0.95,1.25,1.65,2.75,84.51803589,0.0,22.82835767,13.13819313,13.19724083,13.18851757,0.64624596,1.00636036,1.0100693,1.00912573,1.0909253
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,102,500004,1,4000,6000,12000,3072000,14.069,nan,0.00336423,0.00202782,0.00336423,0.00129895,364,364,0,0.99494135,0.99916321,1,0cf4751c3b3ca1e0,1.0,1.35,1.8,3.1,83.77570343,0.0,22.88678963,13.23196125,13.20582581,13.1883812,0.62698257,1.00633317,1.0105146,1.00942172,1.09859582
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,103,500005,2,6000,6000,18000,4608000,14.036,nan,0.00337119,0.00202139,0.00337119,0.00116699,364,364,0,1.00395167,0.99916321,1,95e271ebb909b569,0.95,1.3,1.75,2.9,82.93624878,0.0,22.79459773,13.07078075,13.20666409,13.18811131,0.6372757,1.00657224,1.01053045,1.00919797,1.09173619
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,104,500006,3,8000,6000,24000,6144000,14.033,nan,0.00337487,0.0020293,0.00337487,0.00123864,364,364,0,0.99027318,0.99916321,1,9ac25a5a27aa15e6,1.05,1.3,1.8,2.95,81.98400879,0.0,22.86697886,13.19625759,13.20639038,13.18881226,0.63560373,1.0064108,1.01066792,1.00967662,1.09509223
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,105,500007,4,10000,6000,30000,7680000,13.995,nan,0.00335582,0.00201485,0.00335582,0.00126659,364,364,0,1.00748026,0.99916321,1,bf14292649ebd118,0.9,1.2,1.7,2.95,84.92253876,0.0,22.82048013,13.12188244,13.19796753,13.19104862,0.63277471,1.00629221,1.01018745,1.00920702,1.09403305
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,106,500008,5,12000,6000,36000,9216000,14.015,nan,0.00333582,0.00198396,0.00333582,0.00122506,364,364,0,0.99830729,0.99916321,1,2cfe2780ba0dda8b,1.0,1.35,1.8,2.9,81.344841,0.0,22.80613585,13.101367,13.20459843,13.18058491,0.62030393,1.00661535,1.01073667,1.00917984,1.09989194
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,107,500009,6,14000,6000,42000,10752000,13.959,nan,0.00335465,0.00200056,0.00335465,0.00120218,364,364,0,1.0236212,0.99916321,1,c2c572b2e58ec64b,0.95,1.3,1.7,2.8,84.10355377,0.0,22.83637399,13.14695549,13.20694447,13.18421268,0.64085257,1.0064084,1.01063251,1.0094758,1.09095018
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,108,500010,7,16000,6000,48000,12288000,13.964,nan,0.00334298,0.00199075,0.00334298,0.00125912,364,364,0,1.01037633,0.99916321,1,2021572ab6638b9d,1.0,1.3,1.75,2.8,82.93557739,0.0,22.81081076,13.10377026,13.19936943,13.19063282,0.63886213,1.00643452,1.01061801,1.00945435,1.09818642
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,109,500011,8,18000,6000,54000,13824000,13.996,nan,0.00335077,0.00200642,0.00335077,0.00125542,364,364,0,0.99003679,0.99916321,1,489e23f51b008fc4,1.0,1.3,1.8,2.9,83.16256714,0.0,22.86560438,13.20316696,13.20134544,13.18473053,0.63214338,1.00628907,1.01064415,1.0096183,1.0983592
cold,0,1,0,3e-05,0.05,512,3,5,4,256,6000,8.0,2633729,0,0,9973,110,500012,9,20000,6000,60000,15360000,13.977,nan,0.00338353,0.00203812,0.00338353,0.00125365,364,364,0,0.99815112,0.99916321,1,040bcd59dd6721e7,1.0,1.3,1.8,2.9,83.7084198,0.0,22.82711663,13.1527586,13.19595146,13.173172,0.64544523,1.00617956,1.00985813,1.00852235,1.08875789
