arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,cum_samples,cycle_wall_s,n_train,train_loss,val_mse_noisy,val_mse_clean,train_val_gap,valid_time_mtu,valid_time_lyap,weight_norm
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,256,1.113,2000,0.08510386,0.52077979,0.5020088,0.43567593,0.0,0.0,22.69087586
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2,2,512,2.15,2000,0.52228671,0.729747,0.70873827,0.20746028,0.0,0.0,22.68825704
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3,3,768,2.195,2000,0.72640193,0.16187409,0.14119959,-0.56452784,0.05,0.08355,22.66205856
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,4,4,1024,2.236,2000,0.1614233,0.0645129,0.04426201,-0.09691039,0.1,0.1671,22.65834651
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,5,5,1280,2.272,2000,0.06416261,0.1437854,0.12370727,0.07962279,0.05,0.08355,22.66837159
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,6,6,1536,2.309,2000,0.14297336,0.07520004,0.05487848,-0.06777333,0.05,0.08355,22.67685808
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,7,7,1792,2.346,2000,0.07614562,0.06913707,0.04839124,-0.00700855,0.05,0.08355,22.69038944
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,8,8,2048,2.382,2000,0.06843048,0.16010365,0.13902143,0.09167317,0.05,0.08355,22.70814123
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,9,9,2304,2.419,2000,0.16192476,0.1155556,0.09446868,-0.04636917,0.05,0.08355,22.72288711
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,11,11,2816,2.458,2000,0.07892193,0.07964335,0.05888988,0.00072142,0.05,0.08355,22.75643943
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,12,12,3072,2.494,2000,0.08020487,0.10318813,0.0823739,0.02298327,0.05,0.08355,22.7719723
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,14,14,3584,2.563,2000,0.0793072,0.03979177,0.01843021,-0.03951543,0.15,0.25065,22.79272706
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,16,16,4096,2.602,2000,0.05303326,0.07475238,0.05311117,0.02171911,0.05,0.08355,22.81593255
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,19,19,4864,2.644,2000,0.05362545,0.03946768,0.0181311,-0.01415777,0.15,0.25065,22.85402313
