arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,cum_samples,cycle_wall_s,n_train,train_loss,val_mse_noisy,val_mse_clean,train_val_gap,valid_time_mtu,valid_time_lyap,weight_norm
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,256,1.146,2000,0.08510386,0.06723457,0.04749455,-0.01786929,0.1,0.1671,22.63901055
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2,2,512,2.159,2000,0.06607416,0.05335919,0.03334343,-0.01271496,0.1,0.1671,22.63859816
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3,3,768,2.203,2000,0.0537756,0.04937369,0.02888588,-0.00440191,0.1,0.1671,22.63926466
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,4,4,1024,2.241,2000,0.04926432,0.04944644,0.02842581,0.00018213,0.1,0.1671,22.64190688
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,5,5,1280,2.28,2000,0.04993879,0.04131579,0.01985405,-0.00862299,0.1,0.1671,22.64555933
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,6,6,1536,2.318,2000,0.03972358,0.04013274,0.01827947,0.00040917,0.15,0.25065,22.65061187
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,7,7,1792,2.356,2000,0.04058274,0.04348149,0.02133718,0.00289875,0.1,0.1671,22.65522263
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,8,8,2048,2.394,2000,0.04356397,0.04017418,0.01783985,-0.00338979,0.1,0.1671,22.657714
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,9,9,2304,2.435,2000,0.03909649,0.03883848,0.01644764,-0.000258,0.15,0.25065,22.65931747
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,11,11,2816,2.476,2000,0.03834808,0.03650463,0.01431325,-0.00184345,0.15,0.25065,22.66231389
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,12,12,3072,2.514,2000,0.03580866,0.03562445,0.01365006,-0.0001842,0.15,0.25065,22.66401825
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,14,14,3584,2.585,2000,0.03547547,0.03450407,0.01289105,-0.0009714,0.15,0.25065,22.66595014
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,16,16,4096,2.629,2000,0.03390376,0.03396725,0.01248662,6.349e-05,0.15,0.25065,22.6678459
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,19,19,4864,2.674,2000,0.03257579,0.03177606,0.01053505,-0.00079974,0.2,0.3342,22.67605706
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,22,22,5632,2.716,2000,0.03121402,0.03080581,0.00965125,-0.00040821,0.2,0.3342,22.68654278
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,26,26,6656,2.761,2000,0.02966701,0.02885081,0.00803881,-0.0008162,0.25,0.41775,22.69854158
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,30,30,7680,2.806,2000,0.02778155,0.02705477,0.00697167,-0.00072679,0.25,0.41775,22.71178678
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,34,34,8704,2.851,2000,0.02567824,0.02518774,0.0057896,-0.0004905,0.3,0.5013,22.72856432
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,40,40,10240,2.9,2000,0.02386299,0.02254334,0.00487311,-0.00131965,0.4,0.6684,22.76038028
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,46,46,11776,2.949,2000,0.02124789,0.01998325,0.00466021,-0.00126464,0.5,0.8355,22.79455369
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,54,54,13824,3.001,2000,0.01916146,0.01899294,0.00729375,-0.00016852,0.45,0.75195,22.83171771
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,62,62,15872,3.084,2000,0.01818621,0.01910302,0.0101897,0.00091681,0.4,0.6684,22.85407211
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,72,72,18432,3.14,2000,0.01724201,0.01615659,0.00850763,-0.00108542,0.6,1.0026,22.86826313
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,83,83,21248,3.199,2000,0.01612136,0.01578299,0.00867041,-0.00033836,0.75,1.25325,22.88035818
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,97,97,24832,3.264,2000,0.01558776,0.01547438,0.0084438,-0.00011339,0.7,1.1697,22.88990269
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,112,112,28672,3.33,2000,0.01513329,0.01504494,0.00827937,-8.835e-05,0.7,1.1697,22.89784078
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,130,130,33280,3.403,2000,0.01476194,0.01511074,0.00861279,0.0003488,0.65,1.08615,22.90706629
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,150,150,38400,3.481,2000,0.01477337,0.01494827,0.00855879,0.00017489,0.55,0.91905,22.91454452
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,174,174,44544,3.566,2000,0.01454429,0.01476468,0.00845764,0.00022039,0.7,1.1697,22.92560189
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,202,202,51712,3.66,2000,0.0143495,0.01446093,0.00832987,0.00011143,0.7,1.1697,22.93702617
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,234,234,59904,3.762,2000,0.0145137,0.01457829,0.0082428,6.459e-05,0.8,1.3368,22.94926618
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,271,271,69376,3.905,2000,0.01410755,0.01399262,0.00809856,-0.00011492,0.75,1.25325,22.96749744
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,314,314,80384,4.03,2000,0.01384539,0.01383237,0.00793598,-1.301e-05,0.8,1.3368,22.98515254
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,364,364,93184,4.17,2000,0.0136256,0.01377142,0.00810737,0.00014582,0.8,1.3368,23.00536242
warm_all,1,1,0,0.0003,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,422,422,108032,4.326,2000,0.01367745,0.01365077,0.00812741,-2.668e-05,0.8,1.3368,23.02734854
