arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,cum_samples,cycle_wall_s,n_train,train_loss,val_mse_noisy,val_mse_clean,train_val_gap,valid_time_mtu,valid_time_lyap,weight_norm
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,256,0.885,2000,0.08510383,0.06466369,0.04465713,-0.02044015,0.1,0.1671,22.63461942
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2,2,512,1.757,2000,0.06406493,0.05705648,0.03712798,-0.00700846,0.1,0.1671,22.63653889
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3,3,768,1.813,2000,0.05745288,0.05680151,0.03686944,-0.00065137,0.1,0.1671,22.63859666
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,4,4,1024,1.865,2000,0.05689237,0.05542616,0.03540484,-0.00146621,0.1,0.1671,22.63985955
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,5,5,1280,1.917,2000,0.05567893,0.05161469,0.031448,-0.00406424,0.1,0.1671,22.640455
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,6,6,1536,1.97,2000,0.05048903,0.04762937,0.02727332,-0.00285966,0.1,0.1671,22.64074764
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,7,7,1792,2.024,2000,0.04867613,0.04510676,0.02453208,-0.00356937,0.1,0.1671,22.64112869
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,8,8,2048,2.076,2000,0.04578401,0.04403901,0.02322417,-0.001745,0.1,0.1671,22.64180339
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,9,9,2304,2.128,2000,0.04354854,0.04336657,0.02231238,-0.00018197,0.1,0.1671,22.64284823
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,11,11,2816,2.183,2000,0.04228085,0.04074227,0.01924635,-0.00153858,0.15,0.25065,22.6459017
cold,0,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,12,12,3072,2.235,2000,0.04047582,0.039217,0.0175387,-0.00125881,0.15,0.25065,22.64788112
