arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,cum_samples,cycle_wall_s,n_train,train_loss,val_mse_noisy,val_mse_clean,train_val_gap,valid_time_mtu,valid_time_lyap,weight_norm
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,256,1.159,2000,0.08510386,0.52077979,0.5020088,0.43567593,0.0,0.0,22.69087586
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2,2,512,2.162,2000,0.52228671,0.729747,0.70873827,0.20746028,0.0,0.0,22.68825649
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3,3,768,2.204,2000,0.72640193,0.16187412,0.1411996,-0.56452781,0.05,0.08355,22.66205856
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,4,4,1024,2.247,2000,0.16142331,0.06451292,0.04426202,-0.09691039,0.1,0.1671,22.65834651
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,5,5,1280,2.285,2000,0.06416263,0.14378543,0.12370732,0.07962281,0.05,0.08355,22.66837214
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,6,6,1536,2.322,2000,0.14297341,0.07520004,0.05487848,-0.06777337,0.05,0.08355,22.67685808
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,7,7,1792,2.36,2000,0.07614559,0.06913706,0.04839122,-0.00700853,0.05,0.08355,22.69038944
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,8,8,2048,2.397,2000,0.06843048,0.16010365,0.13902143,0.09167317,0.05,0.08355,22.70814068
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,9,9,2304,2.434,2000,0.16192476,0.11555583,0.09446892,-0.04636893,0.05,0.08355,22.72288711
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,11,11,2816,2.474,2000,0.078922,0.07964337,0.05888988,0.00072137,0.05,0.08355,22.75643943
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,12,12,3072,2.511,2000,0.08020484,0.10318812,0.08237388,0.02298328,0.05,0.08355,22.77197176
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,14,14,3584,2.585,2000,0.07930711,0.03979176,0.0184302,-0.03951535,0.15,0.25065,22.79272706
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,16,16,4096,2.624,2000,0.05303324,0.07475231,0.0531111,0.02171906,0.05,0.08355,22.81593255
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,19,19,4864,2.666,2000,0.0536254,0.03946771,0.01813113,-0.01415769,0.15,0.25065,22.85402313
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,22,22,5632,2.708,2000,0.04722903,0.04155775,0.02035323,-0.00567128,0.1,0.1671,22.88558153
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,26,26,6656,2.751,2000,0.03660593,0.04185537,0.02067262,0.00524944,0.1,0.1671,22.91732956
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,30,30,7680,2.796,2000,0.03729341,0.03171366,0.01075032,-0.00557975,0.2,0.3342,22.9519357
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,34,34,8704,2.839,2000,0.03299983,0.03312776,0.01222343,0.00012793,0.15,0.25065,22.98070662
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,40,40,10240,2.887,2000,0.0310627,0.03102481,0.01006052,-3.789e-05,0.2,0.3342,23.01160437
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,46,46,11776,2.936,2000,0.02895744,0.02885894,0.00810142,-9.85e-05,0.25,0.41775,23.04158027
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,54,54,13824,2.988,2000,0.02747298,0.02628078,0.00586902,-0.0011922,0.3,0.5013,23.06667308
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,62,62,15872,3.071,2000,0.0251931,0.02465546,0.00469996,-0.00053764,0.35,0.58485,23.09056448
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,72,72,18432,3.127,2000,0.02357026,0.02264877,0.0034969,-0.00092148,0.45,0.75195,23.11997188
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,83,83,21248,3.186,2000,0.02165089,0.02087175,0.00292295,-0.00077915,0.5,0.8355,23.14952607
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,97,97,24832,3.25,2000,0.01978201,0.01881847,0.00292052,-0.00096354,0.6,1.0026,23.18359016
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,112,112,28672,3.316,2000,0.01785448,0.01696403,0.00380994,-0.00089046,0.7,1.1697,23.21519602
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,130,130,33280,3.387,2000,0.01608514,0.01539188,0.00588544,-0.00069326,0.7,1.1697,23.25366495
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,150,150,38400,3.463,2000,0.01496762,0.01509553,0.00832977,0.00012791,0.65,1.08615,23.28435618
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,174,174,44544,3.546,2000,0.01460697,0.01451108,0.00817041,-9.589e-05,0.75,1.25325,23.29725571
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,202,202,51712,3.638,2000,0.01427865,0.01424711,0.0079623,-3.154e-05,0.8,1.3368,23.31259802
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,234,234,59904,3.737,2000,0.014187,0.0152694,0.00922385,0.00108241,0.55,0.91905,23.33485421
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,271,271,69376,3.877,2000,0.01386268,0.01404829,0.00834864,0.00018562,0.7,1.1697,23.36219122
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,314,314,80384,3.998,2000,0.01413028,0.01375679,0.0077584,-0.00037348,0.85,1.42035,23.39430645
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,364,364,93184,4.134,2000,0.01367565,0.01362487,0.00791778,-5.078e-05,0.85,1.42035,23.43285573
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,422,422,108032,4.285,2000,0.01359305,0.01371986,0.00820041,0.00012681,0.85,1.42035,23.47599427
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,489,489,125184,4.454,2000,0.01340592,0.01408056,0.00871718,0.00067464,0.65,1.08615,23.52776217
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,567,567,145152,4.646,2000,0.01353562,0.01346152,0.00834167,-7.41e-05,0.9,1.5039,23.60003722
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,657,657,168192,4.861,2000,0.0132709,0.01372634,0.00852783,0.00045544,0.8,1.3368,23.66224283
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,761,761,194816,5.104,2000,0.01321757,0.01373823,0.00846782,0.00052066,0.85,1.42035,23.74259187
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,882,882,225792,5.381,2000,0.0132117,0.01328245,0.00831983,7.075e-05,0.85,1.42035,23.86788609
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1023,1023,261888,5.698,2000,0.01300815,0.01329001,0.00834577,0.00028186,0.85,1.42035,23.99473029
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1185,1185,303360,6.088,2000,0.01289623,0.01378318,0.00889973,0.00088695,0.7,1.1697,24.14789417
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1373,1373,351488,6.499,2000,0.01291037,0.01342901,0.00850482,0.00051864,0.9,1.5039,24.38934095
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1592,1592,407552,6.972,2000,0.01270609,0.01329369,0.00861038,0.0005876,0.9,1.5039,24.66003942
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1844,1844,472064,7.511,2000,0.01260769,0.01328693,0.00865564,0.00067923,0.85,1.42035,25.02795264
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2137,2137,547072,8.131,2000,0.01247635,0.01338452,0.00884849,0.00090817,0.85,1.42035,25.54312288
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2477,2477,634112,8.846,2000,0.01225887,0.01354595,0.00900543,0.00128708,0.85,1.42035,26.27548304
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2871,2871,734976,9.669,2000,0.01192831,0.0144498,0.01029218,0.00252149,0.85,1.42035,27.4447413
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3327,3327,851712,10.616,2000,0.01132938,0.01520806,0.01169158,0.00387867,0.75,1.25325,29.44322865
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3855,3855,986880,11.705,2000,0.00998784,0.01772143,0.01529118,0.00773359,0.8,1.3368,32.7973712
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,4468,4468,1143808,12.966,2000,0.00727011,0.02482115,0.02494244,0.01755104,0.7,1.1697,38.00447075
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,5177,5177,1325312,14.448,2000,0.00323053,0.03414706,0.03628566,0.03091652,0.6,1.0026,43.27298407
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,6000,6000,1536000,16.134,2000,0.00084494,0.03787905,0.04034774,0.03703411,0.5,0.8355,46.29190813
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,102,500004,1,0,6000,1536000,0.036,4000,nan,0.01881847,0.00292052,nan,0.6,1.0026,23.18359016
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,103,500005,2,0,6000,1536000,0.037,6000,nan,0.01881847,0.00292052,nan,0.6,1.0026,23.18359016
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,104,500006,3,0,6000,1536000,0.036,8000,nan,0.01881847,0.00292052,nan,0.6,1.0026,23.18359016
