arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,n_train,cycle_steps,cum_step,cum_samples,cycle_wall_s,final_train_loss,final_val_mse_noisy,final_val_mse_clean,final_train_val_gap,best_val_mse_clean,step_of_best,handoff_step,best_at_boundary,rollout_std,truth_std,stable,batch_order_hash,vt_mtu@0.2,vt_mtu@0.3,vt_mtu@0.5,vt_mtu@0.8,effective_rank,dormant_frac,weight_norm,wnorm::body.0.weight,wnorm::body.2.weight,wnorm::body.4.weight,wnorm::head.weight,wratio::body.0.weight,wratio::body.2.weight,wratio::body.4.weight,wratio::head.weight
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2000,6000,6000,1536000,16.091,nan,0.03796532,0.04047877,0.03796532,0.00292052,97,97,0,1.3582195,0.99916321,1,1949d6a0f7dfd389,0.3,0.5,0.7,1.3,97.50099945,0.0,23.18359069,12.87789631,13.82059479,13.43416786,0.39109784,0.98642212,1.05777857,1.02792178,0.66021076
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,102,500004,1,4000,6000,12000,3072000,14.042,nan,0.02509077,0.0237125,0.02509077,0.00282733,83,83,0,0.98028839,0.99916321,1,0cf4751c3b3ca1e0,0.4,0.6,1.0,1.95,90.71752167,0.0,23.2036018,12.97324371,13.77410698,13.42525196,0.37238529,0.98665687,1.05399969,1.0275515,0.6524917
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,103,500005,2,6000,6000,18000,4608000,14.002,nan,0.01525603,0.01114631,0.01525603,0.00274075,97,97,0,0.99911928,0.99916321,1,95e271ebb909b569,0.6,0.85,1.25,2.15,91.34326935,0.0,23.13656474,12.81053734,13.82034302,13.41801262,0.38186044,0.98653106,1.05748714,1.02679078,0.65417661
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,104,500006,3,8000,6000,24000,6144000,14.008,nan,0.01372026,0.01006806,0.01372026,0.0028258,83,83,0,1.01569545,0.99916321,1,9ac25a5a27aa15e6,0.7,0.95,1.4,2.2,89.94307709,0.0,23.15581342,12.92751598,13.74149036,13.42003727,0.38087803,0.98591526,1.05161843,1.02737817,0.65622109
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,105,500007,4,10000,6000,30000,7680000,13.98,nan,0.01330569,0.00869917,0.01330569,0.00288487,83,83,0,0.99263644,0.99916321,1,bf14292649ebd118,0.75,0.95,1.45,2.55,87.85610962,0.0,23.15016443,12.86366844,13.76430988,13.44825649,0.37989238,0.98649027,1.05353593,1.02888521,0.65681325
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,106,500008,5,12000,6000,36000,9216000,13.995,nan,0.01316997,0.00892223,0.01316997,0.00285149,97,97,0,1.01728797,0.99916321,1,2cfe2780ba0dda8b,0.7,0.9,1.4,2.25,94.67255402,0.0,23.16210607,12.83884144,13.80975533,13.44623661,0.36971202,0.98644477,1.05705797,1.02951963,0.6555549
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,107,500009,6,14000,6000,42000,10752000,13.953,nan,0.01305339,0.00821599,0.01305339,0.00304614,83,83,0,1.01217675,0.99916321,1,c2c572b2e58ec64b,0.75,1.0,1.5,2.45,92.53018951,0.0,23.15019583,12.88274765,13.78287125,13.41086102,0.38424858,0.98618311,1.05470404,1.02682959,0.65412246
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,108,500010,7,16000,6000,48000,12288000,13.962,nan,0.01298156,0.0081108,0.01298156,0.00271775,97,97,0,0.98303372,0.99916321,1,2021572ab6638b9d,0.75,1.05,1.5,2.5,92.09388733,0.0,23.16487603,12.84086609,13.83408928,13.42333221,0.39467141,0.98624218,1.05921573,1.0272624,0.67842929
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,109,500011,8,18000,6000,54000,13824000,13.965,nan,0.01299394,0.00781394,0.01299394,0.0027791,83,83,0,1.00548768,0.99916321,1,489e23f51b008fc4,0.75,1.0,1.5,2.4,93.13885498,0.0,23.20031778,12.95038128,13.80616379,13.40856743,0.37753278,0.98702282,1.05694671,1.02675857,0.65596923
cold,0,1,0,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,110,500012,9,20000,6000,60000,15360000,13.964,nan,0.01309436,0.00780201,0.01309436,0.00265042,112,112,0,0.98755354,0.99916321,1,040bcd59dd6721e7,0.7,0.95,1.45,2.5,99.35133362,0.0,23.1910171,12.89226055,13.85237503,13.40038967,0.39262539,0.98625159,1.06009284,1.02591786,0.66229321
