arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,lead_step,lead_hours,lead_mtu,lead_lyapunov,nrmse
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,1,6.0,0.05,0.08355,0.1896881
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,2,12.0,0.1,0.1671,0.34933674
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,3,18.0,0.15,0.25065,0.49584928
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,4,24.0,0.2,0.3342,0.61997718
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,5,30.0,0.25,0.41775,0.71926641
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,6,36.0,0.3,0.5013,0.79633605
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,7,42.0,0.35,0.58485,0.85594511
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,8,48.0,0.4,0.6684,0.90188283
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,9,54.0,0.45,0.75195,0.93634135
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,10,60.0,0.5,0.8355,0.96081114
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,11,66.0,0.55,0.91905,0.97769314
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,12,72.0,0.6,1.0026,0.98997062
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,13,78.0,0.65,1.08615,0.99922925
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,14,84.0,0.7,1.1697,1.00544667
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,15,90.0,0.75,1.25325,1.00828195
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,16,96.0,0.8,1.3368,1.00824904
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,17,102.0,0.85,1.42035,1.00682104
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,18,108.0,0.9,1.5039,1.00531685
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,19,114.0,0.95,1.58745,1.00353456
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,20,120.0,1.0,1.671,0.9998219
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,21,126.0,1.05,1.75455,0.9928115
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,22,132.0,1.1,1.8381,0.98290187
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,23,138.0,1.15,1.92165,0.97139978
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,24,144.0,1.2,2.0052,0.95855004
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,25,150.0,1.25,2.08875,0.9434486
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,26,156.0,1.3,2.1723,0.92573887
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,27,162.0,1.35,2.25585,0.90676397
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,28,168.0,1.4,2.3394,0.88885349
